"path_3"	"UCS_0001_BAL"	"UCS_0002_BAL"	"UCS_0002_UA"	"UCS_0004_BAL"	"UCS_0005_BAL"	"UCS_0006_BAL"	"UCS_0007_BAL"	"UCS_0007_UA"	"UCS_0009_BAL"	"UCS_0009_UA"	"UCS_0010_BAL"	"UCS_0010_UA"	"UCS_0013_BAL"	"UCS_0013_UA"	"UCS_0014_BAL"	"UCS_0014_UA"	"UCS_0015_BAL"	"UCS_0015_UA"	"UCS_0016_BAL"	"UCS_0016_UA"	"UCS_0017_BAL"	"UCS_0018_BAL"	"UCS_0018_UA"	"UCS_0019_BAL"	"UCS_0020_BAL"	"UCS_0021_BAL"	"UCS_0021_UA"	"UCS_0022_BAL"	"UCS_0022_UA"	"UCS_0023_BAL"	"UCS_0023_UA"	"UCS_0025_BAL"	"UCS_0025_UA"	"UCS_0028_BAL"	"UCS_0028_UA"	"UCS_0029_BAL"	"UCS_0030_BAL"	"UCS_0030_UA"	"UCS_0031_BAL"	"UCS_0032_BAL"	"UCS_0032_UA"	"UCS_0033_BAL"	"UCS_0034_BAL"	"UCS_0035_BAL"	"UCS_0036_BAL"	"UCS_0037_BAL"	"UCS_0038_BAL"	"UCS_0038_UA"	"UCS_0039_BAL"	"UCS_0039_UA"	"UCS_0040_BAL"	"UCS_0040_BKG"	"UCS_0041_BAL"	"UCS_0041_UA"	"UCS_0042_BAL"	"UCS_0042_UA"	"UCS_0043_BAL"	"UCS_0043_UA"	"UCS_0044_BAL"	"UCS_0045_BAL"	"UCS_0046_BAL"	"UCS_0046_UA"	"UCS_0047_BAL"	"UCS_0048_BAL"	"UCS_0048_UA"	"UCS_0049_BAL"	"UCS_0050_BAL"	"UCS_0050_UA"	"UCS_0051_BAL"	"UCS_0051_UA"	"UCS_0052_BAL"	"UCS_0053_BAL"	"UCS_0053_UA"	"UCS_0054_BAL"	"UCS_0054_UA"	"UCS_0055_BAL"	"UCS_0055_UA"	"UCS_0056_BAL"	"UCS_0057_BAL"	"UCS_0057_UA"	"UCS_0058_BAL"	"UCS_0058_UA"	"UCS_0059_BAL"	"UCS_0060_BAL"	"UCS_0060_UA"	"UCS_0061_BAL"	"UCS_0061_UA"	"UCS_0062_BAL"	"UCS_0063_BAL"	"UCS_0063_UA"	"UCS_0064_BAL"	"UCS_0065_BAL"	"UCS_0066_BAL"	"UCS_0069_BAL"	"UCS_0069_BKG"	"UCS_0070_BAL"	"UCS_0070_BKG"	"UCS_0071_BAL"	"UCS_0072_BAL"	"UCS_0073_BAL"	"UCS_0073_UA"	"UCS_0074_BAL"	"UCS_0074_UA"	"UCS_0075_BAL"	"UCS_0076_BAL"	"UCS_0077_BAL"	"UCS_0077_UA"	"UCS_0079_BAL"	"UCS_0079_UA"	"UCS_0080_BAL"	"UCS_0081_BAL"	"UCS_0082_BAL"	"UCS_0083_BAL"	"UCS_0083_UA"	"UCS_0085_BAL"	"UCS_0085_BKG"	"UCS_0087_BAL"	"UCS_0088_BAL"	"UCS_0088_UA"	"UCS_0090_BAL"	"UCS_0093_BAL"	"UCS_0093_UA"	"UCS_0094_BAL"	"UCS_0094_UA"	"UCS_0095_BAL"	"UCS_0096_BAL"	"UCS_0096_UA"	"UCS_0097_BAL"	"UCS_0097_UA"	"UCS_0098_BAL"	"UCS_0099_BAL"	"UCS_0099_UA"	"UCS_0100_BAL"	"UCS_0101_BAL"	"UCS_0101_UA"	"UCS_0103_BAL"	"UCS_0106_BAL"	"UCS_0106_UA"	"UCS_0109_BAL"	"UCS_0114_BAL"	"UCS_0115_BAL"	"UCS_0116_BAL"	"UCS_0118_BAL"	"UCS_0123_BAL"	"UCS_0128_BAL"	"UCS_0130_BAL"	"UCS_0130_UA"	"UCS_0134_UA"	"UCS_0136_BKG"	"UCS_0138_BAL"	"UCS_0144_BAL"	"UCS_0147_BAL"	"UCS_0148_BAL"	"UCS_0148_UA"	"UCS_0151_BAL"	"UCS_0153_BAL"	"UCS_0153_UA"	"UCS_0154_BAL"	"UCS_0154_UA"	"UCS_0156_BAL"	"UCS_0156_UA"	"UCS_0158_BAL"	"UCS_0158_UA"	"UCS_0159_BAL"	"UCS_0159_UA"	"UCS_0160_BAL"	"UCS_0163_BAL"	"UCS_0164_BAL"	"UCS_0164_UA"	"UCS_0167_UA"	"UCS_0168_BAL"	"UCS_0170_BAL"	"UCS_0170_UA"	"UCS_0171_BAL"	"UCS_0172_UA"	"UCS_0174_BAL"	"UCS_0174_UA"	"UCS_0175_BAL"	"UCS_0175_UA"	"UCS_0176_BAL"	"UCS_0177_BAL"	"UCS_0177_UA"	"UCS_0180_BAL"	"UCS_0182_UA"	"UCS_0185_BAL"	"UCS_0185_UA"	"UCS_0190_BAL"	"UCS_0191_BAL"	"UCS_0191_UA"	"UCS_0192_BAL"	"UCS_0192_UA"	"UCS_0194_BAL"
"actIII, oxyJ, snoaD, aknA"	0	22	382	4	0	1620	0	0	0	18	0	0	3	38	0	0	0	26	0	0	0	0	49	0	0	0	264	0	20	0	0	0	0	0	0	0	145	1	0	0	0	0	31	0	16	38	0	0	0	0	0	0	0	0	1	1035	0	0	0	0	7	83	83	4	0	0	0	19	0	0	0	0	0	6	42	0	0	0	0	0	0	0	0	0	0	86	370	0	13	6	122	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	0	0	1	0	0	0	0	0	0	0	6	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	970	0	0	0	47	676	0	75	0	0	6	3855	0	0	0	0	0	0	0	19	0	0	0	18	0	311	0	0	0	0	132	0	23	0	0	0	0	142	1
"Actin filaments / Microfilaments"	337	1937	502020	155	20511	19270	20426	665080	331	165616	554	123818	17024	23175	3012	166087	2867	19997	3614	485829	388	45544	585288	142	161	49	88909	293	105177	6029	12456	25927	233363	4287	156969	700	22246	3000	86	13001	24767	1029	1021	2094	916	146	13456	47032	462	428730	1622	10257	3158	373550	999	30272	5619	194715	1076	865	710	240968	194	12910	2816120	208	6469	102326	116	780033	815	158577	56625	1749	163916	212	22248	930	265	279881	6661	3719112	163	2546	35926	2140	51624	21488	29576	149877	970	160	499	6615	8788	803	27358	59	182	276	714309	542	472006	24254	1581	6409	1837004	1209	2209578	196	206	166	702	227392	7667	3768	199	4058	118575	135	31306	6498258	797	1639725	538	236408	2848226	2120	571404	154	4765	2508978	64	934	35099	206	98505	628112	2242309	22165	1129	62581	36530	3906	23567	23633	107262	8863037	16414	540547	7784	48	772	76107	650	7642	193275	116412	1425556	6025	14734	12705101	3492648	8168	444256	1938	401	28221	42172	79364	10691	6233	93496	666	104814	536302	22983	20887	194629	1910	84721	67698	91892	22227	3397	231077	295	193	80182	1311	238514	1679
"Actin homologs"	61	19	15039	11	435	891	424	10818	38	10155	105	11339	1481	3679	95	62006	209	2636	254	16425	134	2636	12445	9	6	2	3943	19	2725	1242	2532	1440	9664	405	6277	7	8117	1057	2	954	953	20	38	214	34	6	334	1999	7	12136	12	935	298	15136	12	955	303	11251	42	23	53	4499	27	456	63531	12	788	7256	8	28315	16	29949	2213	78	4693	10	2339	3	1	6052	129	88242	7	579	5467	146	1918	1136	775	6118	25	13	15	377	1053	45	2302	7	14	20	16149	16	11897	687	61	254	119285	85	32869	38	8	3	25	7349	815	125	49	372	19696	9	1463	223344	28	33486	431	3357	62894	78	11097	9	30	66014	26	10	2566	9	27189	79372	40998	442	205	2488	7262	39	1706	5979	10222	1175955	3872	34985	1267	2	313	3966	25	211	7275	7031	58458	5	1728	279323	172826	61	17853	14	204	6939	7947	8210	785	23	4635	854	8460	43897	1617	749	15323	444	10575	12091	3701	1333	41	7773	3	15	2841	70	6775	50
"Actin-binding proteins"	53	335	122308	107	2745	9815	2824	146696	120	34977	369	34164	5417	11780	665	20822	908	6763	1183	91707	100	10932	107446	30	28	2	14520	102	9556	2123	11615	2737	26334	1113	35723	339	67364	1755	21	4648	6488	105	322	377	1074	15	1207	6589	66	93584	436	4860	844	70443	189	23015	1322	48583	338	91	108	42435	120	3689	447816	82	1460	22413	25	195093	59	25577	9367	1431	11377	29	1378	225	27	39256	1384	364465	28	760	5645	1126	16448	6037	3915	29605	1195	33	119	279	4482	326	10217	27	88	111	103939	203	84089	323	43	989	322064	165	249941	30	40	22	204	26824	3961	3494	446	1099	21904	34	6445	883055	52	259992	153	30718	547841	238	121877	13	567	449434	135	226	10847	29	27471	206467	166088	6352	1637	16119	11531	516	2395	7996	30570	3176480	409	7031	128	15	261	60112	311	1109	27934	19582	200935	378	3381	1657726	746461	955	71902	367	65	5442	10644	36099	87	1083	35008	538	30394	145842	6324	795	67656	1699	7069	13104	1626	18878	1134	39852	27	18	8538	559	38509	319
"Acting on a heme group of donors"	0	0	3	1	0	0	0	13	0	3	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	1	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	5	0	0	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	139	0	0	0	0	0	0	141	108	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0	67	0	7	0	0	0	0	0	0	0	0	0	0	0	0	72	0	88	0	0	5	0	0	0	0	25	0	0	0	0	0	64	9	0	0	0	0	0	0	0	0	413	0	0	0	0	44	0	0	0	2	0	1	0	0	3	25	0	12	0	0	0	11	1	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	0	0
"Acting on a peroxide as acceptor"	137	858	256733	804	4218	82443	8386	527063	269	73445	631	81750	10058	21919	527	114125	1508	10111	2733	253989	93	13099	190385	49	82	35	48234	202	30692	2087	4413	11929	128862	1879	111575	1052	36385	5147	23	5118	15162	782	1023	1503	5375	175	3142	13159	198	204156	262	33565	2872	404502	979	79459	1350	61846	493	270	780	332273	145	7418	700092	291	1783	44161	71	606933	162	67739	16576	6317	27944	55	24983	477	101	80945	1845	660141	318	1170	25908	8171	62162	6505	8616	99787	3796	68	502	2050	4858	418	48769	50	74	185	257758	119	236775	779	79	2778	453889	325	378086	92	55	109	387	125828	3756	2712	979	2425	44240	60	5762	1817353	371	393974	629	38358	766841	791	227271	95	889	524257	319	203	32784	163	31941	198220	166517	5339	3468	16980	13448	1707	6736	43281	102608	4127301	1868	476340	2884	24	1453	105214	879	261	201413	70612	766802	7624	15359	1351522	1046433	2847	428863	3111	652	2042	7513	52361	1428	1206	38506	16423	54341	460698	14112	5312	118265	3176	35181	68846	6424	32076	2549	62623	93	86	18349	481	88352	992
"Acting on a sulfur group of donors"	915	1063	256853	809	5683	121116	5421	154566	497	65116	1211	479701	20496	38696	1146	27782	4495	36907	3365	294677	183	14236	443279	104	123	51	73064	262	14263	7765	42703	7087	61595	2326	83781	2518	51611	5690	76	38810	32247	244	5084	4548	10831	100	6920	36059	263	450971	493	19981	2525	285913	2005	188360	4155	83809	623	306	1127	79532	437	12648	1181795	109	7682	75716	272	1703641	597	93298	22797	13787	68909	106	13940	518	213	58488	2169	1188786	1225	2319	15427	24455	177989	14838	9955	49317	9227	88	912	1722	8033	2562	348448	142	178	502	462252	1275	449502	3632	263	1873	607599	526	454578	383	425	170	742	58416	3445	9505	869	5593	330208	80	19320	1945829	336	295776	366	69011	738721	1272	161997	140	1410	753844	282	580	43085	215	208934	2243211	485868	83798	8349	27134	6359	1203	22418	114715	416395	4528962	9270	284644	5428	339	8195	443388	3414	8304	111907	73964	533236	6132	10628	6168131	3733124	861	223550	9337	9146	3370	15064	134775	1449	44050	225527	834	114085	875395	24471	29900	487467	3703	61024	78519	18311	130180	4433	96906	137	113	22037	1176	90641	2673
"Acting on acid anhydrides"	2094	7579	2365298	2550	45375	366107	87472	1970040	2246	868459	5076	576954	85490	133470	7746	323818	25669	225950	22777	1762342	3382	142302	2134618	552	707	292	337449	1275	117037	29122	110645	93789	547340	16591	657354	7115	629367	32829	379	64591	102925	3913	8870	12297	24716	697	27126	187560	2138	1690540	3834	91247	17171	1383615	5025	360450	17148	574326	4491	2461	5091	1201260	1818	59245	8918903	1318	24549	403898	517	3697608	2417	649561	224351	28775	645848	971	133846	4139	975	814164	24477	9462435	1761	10142	110041	44905	467068	80853	49309	527160	17708	1028	5105	51114	72410	5876	382130	383	1507	1737	1290046	1621	2015331	142517	18099	18500	4614808	3008	3410259	1648	859	735	3105	558333	84902	36678	5218	29599	563569	686	88999	14032724	4528	3467919	5586	697650	12683554	8431	1047533	950	10917	10744316	2593	1976	175500	892	412047	3088554	6078482	81980	17688	172287	77003	11674	94325	210107	545689	70187871	37418	1377806	62483	1366	15575	1301684	10213	23395	636373	515645	5880104	32907	98100	24200992	10897541	11787	1606367	16975	7335	158068	239405	514910	69726	33999	558828	103435	534851	3306170	116652	114056	1355289	26650	387349	485148	492480	322691	25127	647896	1142	1390	226672	3126	601803	10169
"Acting on carbon-carbon bonds"	1	40	1841	112	5	11779	2	14	3	377	0	2625	73	191	2	4	0	134	15	53	3	2	1464	0	0	2	1560	2	193	0	11	4	0	2	107	26	526	12	2	0	0	0	60	42	449	2	45	8	4	2	0	0	604	1460	75	8001	27	205	3	5	1	995	2	11	349	0	23	282	3	2	4	152	17	431	1951	0	2	0	9	2	0	3	6	5	2	629	4610	54	45	35	288	4	0	0	4	0	4	0	0	0	26	3	0	19	0	2	1	0	2	15	0	0	1	0	14	1	1	310	2517	2	1	11	0	6	4	0	6	6	20	0	0	9	0	0	864	0	13	114	1294	2	6	4	12	0	119	0	44	4563	2393	3	227	0	55	10683	0	7	1589	1634	8190	2	171	7	5	15	17695	392	22	0	16	2	0	12	331	2	65	245	124	0	1900	1	4	132	2	3581	50	71	2	2	5	0	2029	11
"Acting on carbon-nitrogen bonds, other than peptide bonds"	3585	7078	1548596	3733	53947	464882	80936	2978731	1977	562016	7987	592674	86455	155361	12347	381176	13645	151146	23362	1463201	1532	89707	1622102	588	930	271	479394	2386	157643	29686	109822	121341	560487	12886	604430	8289	677597	42329	457	60435	97553	3006	11309	14441	37949	503	38676	190807	1714	1592631	3751	56897	20776	1475481	6505	471727	18488	574608	6136	2517	5950	982146	1541	53486	7233797	1598	42349	688899	688	2963724	3017	682067	167879	42013	695060	1141	168268	4756	1039	695410	20130	9467602	2853	13373	202255	60274	457829	76021	62215	365215	27823	2380	5887	33562	38954	5400	298725	430	1460	1893	1808050	2397	1764910	164320	14100	17104	4981573	4457	4466438	1259	1088	739	2998	601908	116550	22042	4254	31275	702935	826	104397	20747211	2993	3580509	5923	648183	10767074	8173	1383133	1250	15460	9866317	3340	1372	213751	563	587612	3676361	3702038	115610	24083	203787	135566	11350	87628	217676	555411	42109678	81986	3847548	63110	851	19199	1430887	8999	18589	544149	587366	6709925	37643	103372	20596501	12935964	24603	1947827	22776	9173	54050	151474	524899	64238	51336	574266	19399	543201	3591888	109973	108185	1333423	31804	461601	532661	292444	474596	30246	811561	1090	1303	259273	4985	608541	10850
"Acting on carbon-phosphorus bonds"	0	11	431	38	0	7912	0	6	0	645	17	3	104	306	0	0	2	295	0	0	0	0	662	0	0	2	1320	3	44	2	0	0	0	0	2	143	212	3	0	0	0	0	46	43	331	4	0	0	0	0	0	0	0	0	28	9222	0	0	0	0	6	860	25	2	138	0	0	113	0	3	0	0	0	280	1168	0	0	0	0	2	0	0	0	0	0	220	473	2	9	1	204	2	0	8	0	4	1	2	0	0	0	0	0	4	2	10	0	0	0	0	2	0	0	0	5	0	0	0	0	0	16	40	0	0	0	0	0	0	16	0	0	88	0	0	1206	0	0	0	87	0	14	0	0	0	100	4	23	437	0	1	569	0	0	14722	0	0	0	1170	8511	0	11	0	1	4	5520	0	0	2	2	0	0	6	322	0	0	1	91	0	2138	0	0	0	1	2340	0	25	2	0	0	0	877	1
"Acting on carbon-sulfur bonds"	0	0	1402	0	0	4307	0	11	0	69	0	0	42	17	0	0	1	60	2	0	0	0	231	0	0	0	460	0	26	1	0	1	0	0	0	22	157	0	2	0	0	0	7	0	242	0	0	2	0	0	0	0	0	2	1	816	0	0	2	1	28	393	2	3	38	0	1	10	0	0	0	1	1	630	204	0	0	2	0	0	0	9	3	0	0	132	1772	12	12	27	40	1	0	6	0	5	2	1	0	0	0	0	0	18	0	0	2	1	0	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	50	0	40	222	0	0	2	4321	0	33	1	0	0	0	0	0	1576	0	0	3	0	1	3303	0	0	0	155	4326	0	17	0	0	27	5739	203	328	0	18	0	0	0	97	0	1	0	55	0	357	0	15	0	0	1916	0	30	2	0	0	1	520	0
"Acting on CH or CH2 groups"	974	1126	184774	616	5053	90837	4667	177035	869	102878	458	57301	17840	27290	934	26304	2332	13726	1963	167484	156	19349	197264	58	97	19	30173	114	11651	2499	7585	8100	62587	2305	68875	926	42450	3784	32	8326	10880	84	1290	2321	6920	54	3831	16695	192	140810	520	14418	2239	127739	895	90444	3204	82942	386	167	806	73716	501	6163	775688	124	2190	42917	122	297691	457	71458	14823	5761	35684	72	13654	583	26	56744	2253	1119347	162	1602	17453	7568	51855	8491	6344	34431	3225	62	193	801	5236	878	18391	35	141	135	206798	199	120760	1774	66	3044	1000042	338	456437	53	362	74	265	53925	3552	7022	616	3224	50910	72	15717	1604311	180	424765	889	61888	920976	1067	275488	70	836	894565	163	200	20031	94	41725	341098	425603	7728	3035	36623	19070	1390	5898	87108	105928	7225543	2736	131297	562	162	1962	183016	1894	3358	63018	60217	580062	2833	9650	3872635	2619443	1038	205373	4449	219	7095	15652	52356	386	3774	49501	3883	57274	445338	9845	3340	101103	5664	27860	47352	6016	41326	6790	92509	111	144	26474	714	87447	460
"Acting on diphenols and related substances as donors"	0	15	1810	0	0	359	4	8	5	125	6	92	70	6	0	228	6	328	3	222	0	0	86	4	0	0	154	14	139	4	3	0	38	0	130	1	501	34	0	1	7	0	17	1	18	2	19	64	18	110	27	1713	0	2	2	355	4	0	2	1	0	4	0	13	556	4	2	43	0	39	8	345	10	136	470	6	0	0	0	213	2	1	0	2	88	4	233	69	88	135	60	0	1	5	141	0	39289	0	0	0	0	1	5	48	2	3	0	4	0	5	0	0	2	31	33	122	96	0	79	2	590	709	0	1	0	0	0	1	0	0	0	0	1	0	99	1	0	66	320	25	36	2	12	4	73	2	28	10	564	0	84	4	201	793	2	8	169	26	462	29	12	42	3	6	407	16	75	6	29	12	8	0	35	0	327	461	12	19	170	4	1	195	384	115	42	54	0	0	8	0	85	29
"Acting on ester bonds"	4160	11195	2895795	4457	97607	598886	119706	3333989	3720	914896	9080	1067745	136150	201557	15457	921247	27607	194686	33561	2448016	4543	283241	2781195	897	1753	450	689635	2338	259013	47513	151571	132132	983260	37741	806933	11470	827287	51056	666	113294	174217	5380	13345	19171	47549	725	41008	212455	2426	2446007	4651	238794	21719	2221258	9356	676009	46270	1217446	7163	4044	6691	1069649	2841	126156	14474310	2423	49756	852790	962	7295444	9529	1341315	355415	45317	785415	1847	292434	8180	2539	1301441	36038	15167673	3143	26458	398985	73384	817351	137576	126804	644036	27347	1840	7781	61915	59044	8844	1868808	797	2157	2681	3698663	3030	2557583	152023	9837	32267	14765338	6973	8177157	2430	1780	1254	4771	1175792	133681	46295	10649	35371	831981	1168	257869	33376218	4728	5969415	8152	1456860	12533462	16279	3342273	1106	23862	13267669	4469	5296	292804	1588	889679	6079217	9839390	161623	26959	438433	447938	29272	124504	245898	1140372	101608214	95068	2392600	43961	1302	38011	1650091	9456	36133	770586	890118	9356436	103133	160227	63215122	32033535	23055	2819681	24904	13678	180212	349035	770389	55305	59485	775207	58037	1008633	4413187	186872	114253	1779985	52112	578872	722091	419392	477660	60707	1335204	1710	1573	402296	7829	1110377	14424
"Acting on ether bonds"	37	238	68886	2005	780	26076	1504	34459	49	9621	217	3630	1765	1641	45	1117	614	1118	150	23961	13	1280	23153	29	13	6	9336	45	1754	331	669	844	6239	799	11706	486	10167	349	6	295	680	21	278	654	2129	9	75	1086	9	18188	19	5898	63	19990	121	33350	395	9497	110	66	85	32256	60	1596	115031	39	255	3897	52	36612	24	10304	3149	3472	10137	10	3320	153	27	19633	227	108929	179	118	2231	1271	18981	1958	986	5364	1019	41	86	185	32200	204	20460	5	11	21	28004	16	19783	211	15	524	49354	52	68410	42	8	33	53	6635	180	1529	30	182	6159	13	2728	330728	69	62770	73	8616	117434	202	37644	6	76	96059	45	8	9522	107	3995	28901	47217	835	1756	2000	2978	1494	660	740	2763	2779042	2871	4168	355	21	1679	89430	106	163	5695	7329	102100	265	1691	315640	137433	178	47839	260	565	16	3415	4410	91	1367	3534	1066	7950	10251	2469	116	26838	285	9560	8445	992	15190	279	22242	29	15	2210	146	26886	240
"Acting on halide bonds"	3	85	64280	555	324	63151	198	9632	13	11266	226	7147	1782	3768	15	1961	88	5891	346	15035	53	537	25440	6	13	8	29193	10	1682	452	3325	1400	4454	45	4080	884	9588	1075	2	1069	1187	48	293	886	18194	19	848	5480	37	12973	5	1205	253	16654	399	45039	248	4256	40	11	81	10877	44	650	42698	2	345	5942	22	20850	21	12950	2352	1955	14557	7	1001	121	6	2615	113	38670	125	698	18294	3744	22894	838	609	2661	1328	4	43	900	143	154	398	7	10	31	37063	54	26863	2067	33	37	25042	17	15579	175	6	6	10	4270	310	86	20	457	12536	25	980	50710	23	18224	23	2905	56343	53	9092	6	47	23920	57	159	4113	11	17268	99750	35697	752	1252	597	14892	6	688	5203	33999	246650	91	52	333	7	116	112380	1413	334	4712	11936	169452	709	2627	153840	81021	54	103982	2168	1005	4665	7087	8738	12	1456	10544	13	16691	55588	3352	1517	31670	449	6282	7599	1666	38782	86	6071	8	20	5436	91	23347	340
"Acting on hydrogen as donor"	403	157	35795	100	2834	14546	5469	78876	489	18876	591	111959	5113	8502	679	1569	2586	12328	2935	67131	104	1492	181181	30	40	24	95060	149	3368	3943	21048	18430	46243	3319	40473	461	19762	2515	34	17448	15568	155	341	3091	1717	55	1436	10287	90	118898	125	12176	3919	71430	366	33811	2205	36946	60	145	194	22040	92	5257	484856	63	4340	39441	62	780368	66	67257	14503	1103	10345	36	7201	167	83	10435	783	278131	75	1742	14768	3101	17279	10243	1130	2270	704	58	906	173	30440	1399	10326	49	76	268	161730	460	188819	579	57	2266	491958	191	239784	24	54	53	223	16659	1861	4198	1055	3765	187342	37	3726	561919	93	140205	1137	25430	285353	1020	310001	71	929	126295	117	42	11797	78	110508	1091118	223752	42457	267	15156	3765	1002	9997	37804	110549	5105581	4403	22604	352	370	1083	55116	234	2717	44226	101889	1669149	454	2438	2607133	1474164	668	50576	746	467	2773	4673	88110	147	23199	104979	1587	153167	501060	14568	14285	227622	2409	52875	73092	5855	7638	2125	28477	54	28	10229	137	16140	533
"Acting on iron-sulfur proteins as donors"	90	304	21354	188	650	62346	515	18492	68	8905	572	27151	2757	4237	95	13375	272	2056	664	29140	105	1826	18673	10	40	2	11205	243	7358	391	1357	1325	9083	335	8517	854	14746	1147	13	912	2987	43	1123	644	3847	11	297	2269	36	14799	58	5000	270	12458	619	13885	370	9695	36	41	163	9547	81	1062	82888	48	528	12675	36	23417	25	8571	3722	10724	15770	47	2509	174	13	18214	133	91739	121	337	5058	5044	151522	1523	1201	8070	1895	1	346	1825	1390	189	20683	5	17	24	17673	9	14402	862	88	242	75070	83	45448	17	32	44	56	7444	2922	283	64	578	7972	38	2847	159951	63	37726	121	5143	80919	368	30098	26	152	100368	48	17	4219	17	8779	48331	63798	836	1068	3966	1626	84	993	5800	14396	876970	141	255285	2616	9	1277	60565	168	1022	8093	13567	113299	1552	3139	468401	146226	252	25660	897	461	19566	4947	7357	327	258	12825	4	8764	80224	2091	730	42810	800	5610	9877	2116	10396	133	5539	18	23	4562	53	9673	335
"Acting on NADH or NADPH"	651	929	293727	146	3951	5154	13378	592709	128	131074	244	64168	7367	10879	184	37717	2926	14168	2256	156665	329	26252	354997	63	75	24	35371	70	9191	4265	16931	16180	66723	1952	157093	835	13998	1762	42	8703	12559	295	411	1928	1037	79	3231	17624	119	233217	378	9966	1606	131482	253	21835	1662	84328	268	169	194	127191	74	7942	642355	141	1535	36828	29	305232	117	52536	24043	740	24126	64	3138	789	29	61185	2322	1157636	114	1549	9598	1896	29884	8150	5836	78157	804	67	366	1464	3538	1110	117393	51	102	190	254618	596	331766	2997	189	1840	814623	346	475450	46	141	76	330	51478	1757	1593	172	1688	67091	66	16202	3120426	906	1214955	303	39560	727518	1359	230848	50	1979	955512	100	42	14264	156	37042	391373	249287	8136	346	18146	13670	342	9415	4802	27925	6108276	19057	201776	932	37	469	56427	1770	1476	121876	53410	512310	687	5399	1932013	1183344	778	262636	435	3312	7606	14380	55117	3083	1286	51330	60	96351	204173	16437	3765	73332	1148	35342	43729	30593	13714	6824	75660	121	73	13085	707	82573	468
"Acting on other nitrogenous compounds as donors"	61	311	97025	147	3332	25732	2339	164980	179	42672	316	32869	5313	22095	1034	978	762	8341	701	57953	297	6310	152168	28	51	9	10889	52	1462	1225	3441	3558	34539	1713	54831	360	21490	2165	26	2747	3625	216	481	626	2527	42	4715	22161	116	41383	189	32369	1100	42003	346	23249	578	27447	170	120	332	55926	56	1722	243987	86	1647	55800	45	73440	102	40584	8909	2347	16052	39	6804	201	11	26941	1494	1034104	56	533	13687	3101	27189	5325	2056	11570	1473	95	107	371	1271	214	12363	28	51	73	56082	101	52783	435	58	958	481613	179	342811	15	43	43	162	40155	2418	1244	178	1411	40564	42	6081	1205835	212	346368	108	21978	719763	201	114655	25	832	597854	52	114	7985	15	13934	94678	295550	5794	2567	9131	475	712	5733	8734	23305	2374963	1361	110592	230	42	700	61875	543	112	36312	20977	320336	3986	12088	343409	1882146	278	104012	1895	494	29	2999	19538	100	1226	30579	724	14305	180600	4523	2887	67997	929	12234	16310	658	21395	693	48435	58	42	7707	217	60085	181
"Acting on paired donors, with incorporation or reduction of molecular oxygen"	698	3266	673236	1549	17527	253806	16711	703264	1024	211192	2711	269200	28896	51524	3579	99908	7278	42935	7368	615022	1031	62540	543287	189	506	90	161350	995	72988	11800	38181	26770	195715	8623	177421	4578	201160	18180	140	23545	49735	1055	7365	4244	23234	193	7335	52255	657	565073	901	91104	4839	550171	3403	225622	7028	254982	2024	904	2279	248371	751	17564	2517712	545	9657	260347	320	1104729	815	248994	85748	34112	196170	243	43475	1456	283	252398	7969	3123089	1105	5488	85867	43836	339413	31107	27517	240502	23978	273	1389	13378	12651	2403	120610	232	435	669	796678	805	675358	14363	1423	5781	2807983	1212	1316694	543	423	264	1205	230421	26340	36158	2977	6040	405823	410	52211	4997867	993	1217930	3230	181792	2367307	3686	876816	281	3378	3313409	970	1038	79764	381	160423	1537952	2083285	40889	13794	99140	79147	3878	29738	76314	306535	25446730	16940	260995	19521	234	10401	700334	6866	15249	180975	196551	2090737	12985	41978	11377138	5193682	5119	702920	12008	9143	29566	53786	175731	5915	14188	196340	4303	191135	738219	40628	18819	550257	12774	148527	233177	33521	188129	9425	245020	290	360	112533	1869	298846	3814
